days_since_last_login,avg_catalogs_opened,products_in_tariff,manager_interactions,avg_time_in_product,total_products_purchased,support_satisfaction,days_until_sub_end,risk_score
42,8.6,2,1,14,1,3.7,302,6
128,6.0,3,8,12,5,1.3,249,7
108,1.2,2,3,110,2,4.7,224,7
178,2.3,4,7,30,4,3.4,160,4
151,5.0,5,9,38,7,4.7,167,4
151,3.9,3,6,23,6,3.5,109,4
16,3.9,4,2,82,7,2.7,260,5
132,5.5,4,7,76,1,3.3,172,4
147,6.1,4,3,119,7,4.3,296,4
20,8.1,1,1,5,4,2.3,242,7
57,3.7,4,4,52,4,4.8,208,4
158,8.2,1,0,29,1,2.9,242,7
109,3.7,2,7,28,1,4.8,253,4
138,1.0,1,7,51,6,4.5,81,7
179,5.8,4,2,88,4,4.1,30,4
142,6.1,5,0,98,2,2.9,3,8
134,9.4,5,3,73,4,3.3,193,4
27,7.4,2,8,71,2,4.4,55,4
50,9.2,4,8,36,7,3.2,260,4
4,9.1,1,0,21,3,4.0,80,2
4,6.2,5,6,65,2,4.2,53,0
93,5.5,3,5,110,6,3.1,95,4
95,5.8,4,6,73,5,3.1,348,4
7,9.8,4,6,15,7,1.8,335,1
63,7.8,3,7,42,1,2.0,256,5
137,1.5,5,7,72,3,4.6,203,7
37,7.9,3,9,107,4,4.4,210,4
110,2.1,2,1,23,2,1.0,328,5
111,4.7,1,3,107,3,4.5,316,4
80,2.5,1,3,114,7,1.1,125,5
135,7.1,5,9,117,5,2.8,6,6
103,8.8,3,7,91,2,1.3,124,5
152,3.3,4,2,21,6,4.9,270,4
72,1.3,4,2,17,4,4.9,107,7
177,3.3,4,1,95,4,3.4,259,4
48,6.9,2,0,5,2,2.6,318,9
35,3.6,2,7,6,5,3.0,69,6
125,3.1,4,8,86,1,4.0,37,4
67,2.3,5,8,104,1,1.9,174,5
77,5.2,2,7,113,4,2.8,187,5
104,3.1,2,4,101,7,3.9,226,4
168,7.4,1,0,104,7,2.6,257,7
121,1.2,1,8,70,5,1.1,196,8
118,6.8,5,5,72,4,3.0,7,4
113,2.8,2,6,20,1,3.9,50,4
9,5.1,2,7,8,4,4.9,221,2
148,3.2,3,4,61,2,1.1,18,5
163,7.4,5,5,77,7,3.2,349,4
139,9.5,5,6,117,7,2.8,246,5
90,9.2,3,6,89,6,2.0,30,5
1,6.0,3,1,27,2,3.6,79,0
117,4.9,1,0,6,6,1.7,357,9
12,8.3,5,7,71,5,2.1,21,1
159,7.0,5,4,91,1,4.1,288,4
94,2.2,3,9,30,5,2.8,241,5
143,8.3,4,1,115,5,5.0,213,4
31,4.6,4,2,11,1,2.5,199,7
31,2.3,1,5,104,3,2.9,164,5
123,3.2,4,9,48,3,2.2,139,5
10,3.0,4,5,37,4,1.9,319,1
9,5.4,4,7,117,3,4.7,284,0
14,2.7,2,4,68,2,4.0,12,0
16,1.7,1,4,40,7,2.3,25,8
167,1.7,3,6,8,6,3.8,21,9
145,6.0,4,9,27,7,4.9,348,4
152,7.5,2,4,29,5,1.3,75,5
58,3.6,4,8,109,7,2.1,91,5
77,0.8,2,5,94,4,1.8,328,8
123,1.7,1,6,96,5,4.5,265,7
113,9.2,4,7,96,1,1.7,47,5
21,5.2,2,4,89,7,2.2,169,5
157,4.8,5,3,78,3,3.2,345,4
171,0.9,5,7,31,1,3.5,244,7
31,7.4,2,9,55,4,4.2,227,4
178,5.5,4,8,119,6,2.6,186,5
173,2.4,4,0,83,2,3.1,167,6
112,1.5,1,2,85,3,4.9,202,7
119,4.1,1,3,107,1,2.2,5,6
148,8.5,3,6,103,6,2.0,131,5
121,8.7,1,5,73,7,3.8,244,4
31,6.2,4,9,84,3,4.1,90,4
118,7.4,3,9,27,5,2.7,310,5
38,1.6,1,0,107,2,1.9,125,10
11,6.1,2,3,116,7,4.1,241,0
174,6.8,5,5,13,6,3.7,248,6
17,2.4,1,2,37,3,4.5,6,5
148,8.9,1,1,39,7,4.4,87,4
140,2.4,2,1,108,2,1.8,85,5
148,3.5,4,9,54,6,4.3,354,4
125,6.4,2,3,28,5,1.7,144,5
135,6.6,1,0,92,5,4.5,330,6
45,7.1,4,9,118,1,4.1,197,4
103,1.6,3,1,28,4,3.3,362,7
134,8.6,1,9,23,1,3.6,163,4
150,5.6,2,1,43,2,1.4,144,5
85,5.0,3,3,65,1,1.2,341,5
149,9.8,5,3,29,6,2.3,0,6
88,7.5,3,0,99,3,4.3,119,6
21,1.6,2,6,106,6,2.9,66,8
91,7.7,3,6,29,1,1.9,354,5
28,1.4,2,9,31,4,4.3,48,7
12,0.8,1,9,36,6,1.9,306,4
1,4.3,4,9,15,6,4.3,326,0
28,9.9,5,0,73,6,2.8,286,7
179,2.2,4,7,112,4,2.9,23,5
26,6.9,4,9,37,6,2.1,210,5
49,2.1,4,6,23,2,4.6,292,4
94,7.4,2,6,111,5,1.4,62,5
150,5.3,2,5,115,4,1.6,55,5
87,7.0,5,3,20,2,3.5,17,4
43,2.4,2,7,103,4,4.4,361,4
21,7.6,2,1,15,4,1.4,76,5
170,10.0,2,6,79,5,3.9,259,4
164,6.8,2,2,78,3,4.0,120,4
96,5.2,1,2,102,2,3.3,183,4
2,9.3,5,6,73,4,2.9,47,1
117,0.7,2,2,91,7,2.3,146,8
18,7.4,5,4,59,4,2.4,281,5
22,8.9,3,7,29,1,3.7,363,4
156,1.1,1,3,97,6,1.3,293,8
29,4.8,2,6,108,3,3.3,79,4
38,2.4,1,6,81,5,2.1,235,5
107,5.9,1,1,115,7,2.9,228,5
110,6.7,3,7,100,2,3.2,283,4
24,3.4,5,9,38,4,4.5,60,4
127,4.9,1,9,16,6,3.3,219,4
110,3.2,4,8,92,2,1.9,344,5
135,4.0,3,5,108,5,1.3,88,5
105,2.0,4,4,25,3,3.5,263,4
143,8.9,3,0,33,1,3.2,227,6
71,0.6,4,0,55,3,3.7,102,9
128,8.9,4,8,27,1,2.8,87,5
107,5.9,1,3,37,2,4.3,22,4
4,3.7,1,0,12,3,4.7,292,4
2,7.4,3,9,46,3,1.2,266,1
131,5.3,5,2,81,3,4.0,16,4
103,5.2,1,5,73,5,1.1,284,5
63,1.5,1,7,45,2,2.8,312,8
105,4.2,2,9,78,7,2.8,161,5
97,2.8,1,1,67,1,3.8,77,4
9,0.6,5,7,18,3,2.4,121,4
148,3.9,2,0,92,2,4.3,111,6
127,1.4,4,1,66,7,2.4,238,8
45,2.9,4,7,79,6,2.4,209,5
154,1.4,2,6,50,5,1.9,348,8
65,1.5,2,4,71,5,3.7,1,8
168,2.4,2,9,97,6,1.3,202,5
111,10.0,3,1,57,2,2.5,286,5
12,0.5,5,8,116,1,2.1,116,4
136,6.6,5,4,56,2,1.9,299,5
163,1.8,4,7,98,2,1.2,345,8
85,9.2,4,3,117,4,1.8,113,5
89,1.4,4,8,105,7,2.8,73,8
57,9.6,1,9,11,5,3.0,240,6
53,6.3,4,6,85,1,2.1,301,5
11,0.5,2,1,88,4,3.6,53,3
13,9.0,4,2,58,6,2.3,158,1
120,5.5,2,1,15,2,2.5,108,5
161,3.0,3,4,112,6,4.1,279,4
120,7.8,1,1,29,5,3.2,152,4
19,9.3,1,4,63,4,4.8,162,4
74,5.1,5,8,92,7,2.4,56,5
143,3.5,3,1,70,4,4.3,327,4
69,8.0,2,8,31,1,4.0,324,4
55,7.0,3,6,87,7,4.6,213,4
100,8.9,1,6,62,2,4.8,27,4
131,7.1,2,4,97,1,1.0,203,5
110,2.8,3,7,105,4,1.4,32,5
124,9.4,1,6,15,7,3.7,308,4
131,1.5,2,5,59,4,2.6,121,8
19,3.0,2,1,23,1,4.3,15,4
137,5.4,1,5,96,4,1.0,153,5
23,5.9,2,1,43,7,4.2,342,4
153,0.6,1,0,89,3,1.5,217,10
36,7.9,4,8,94,5,2.2,104,5
53,3.9,4,4,90,2,4.9,76,4
102,4.4,2,9,74,5,1.2,86,5
148,8.2,2,9,15,2,2.4,30,5
37,4.1,1,3,18,7,1.3,99,5
173,0.9,2,7,64,4,4.4,154,7
3,2.2,5,4,40,7,3.8,291,0
56,9.6,4,6,108,1,4.2,314,4
172,1.2,2,2,45,1,3.1,105,7
19,3.9,2,7,6,4,2.4,229,7
16,5.3,3,7,61,2,1.0,2,6
118,5.2,2,2,111,4,2.1,221,5
70,0.5,5,8,64,2,3.1,120,7
3,5.3,4,7,24,4,3.7,159,0
13,4.1,3,0,26,4,1.9,270,3
2,9.7,1,7,107,4,1.6,330,1
79,2.0,1,3,8,1,1.8,193,7
54,3.9,4,5,60,2,2.4,217,5
131,4.5,1,9,97,6,1.6,190,5
119,4.2,5,8,114,4,1.6,251,5
23,6.8,2,4,62,5,1.2,225,5
161,2.5,4,6,92,5,4.4,0,5
157,2.6,3,0,69,7,1.9,132,7
81,7.4,2,8,92,7,4.3,89,4
146,5.3,1,5,62,1,2.8,5,6
158,4.4,1,3,34,3,3.5,243,4
59,2.1,3,5,80,6,1.3,132,5
146,2.3,5,4,23,1,3.3,115,4
48,0.6,3,2,105,3,2.2,72,8
62,1.4,4,6,66,1,1.4,155,8
109,5.8,3,2,108,7,4.6,210,4
149,9.0,1,1,111,5,3.4,68,4
151,3.2,5,3,72,4,2.0,299,5
108,3.6,5,6,83,2,2.7,143,5
75,1.6,3,4,88,7,2.4,198,8
29,4.2,4,8,48,4,3.8,205,4
57,0.9,1,9,88,5,3.4,200,7
116,9.2,2,6,65,2,1.1,238,5
158,6.9,5,8,25,3,1.8,67,5
99,9.9,3,8,14,3,2.9,170,7
18,8.9,4,1,34,5,2.8,296,5
175,5.0,4,0,28,2,3.1,69,6
172,5.4,1,3,52,4,3.9,286,4
93,2.3,5,3,59,5,3.7,16,4
112,4.9,1,1,108,3,2.5,136,5
145,9.1,2,2,56,5,4.5,218,4
62,1.0,2,2,108,4,1.3,310,8
115,8.7,2,4,42,1,3.3,5,5
112,3.7,4,0,71,6,4.8,197,6
46,9.0,5,8,97,6,3.2,131,4
56,9.4,1,7,12,7,2.8,362,7
117,6.9,1,7,33,6,1.5,343,5
44,6.8,2,2,14,1,4.2,183,6
160,4.8,5,1,73,4,2.5,17,5
144,8.4,5,0,79,7,3.8,212,6
3,9.6,3,5,72,2,1.8,47,1
147,7.9,5,9,53,5,1.2,28,5
46,6.4,5,0,62,4,2.2,152,7
142,6.3,1,4,39,1,2.1,331,5
46,8.6,5,8,54,7,4.5,237,4
77,5.6,5,8,44,3,4.5,318,4
123,8.1,1,3,16,6,3.1,264,4
74,5.3,5,6,89,6,1.1,198,5
102,1.1,1,6,20,4,1.9,13,8
136,4.1,3,3,82,6,3.6,275,4
89,4.7,4,4,89,6,1.4,9,5
143,1.8,1,8,52,4,3.8,138,7
68,1.5,1,6,95,4,1.0,166,8
60,5.6,5,6,104,7,3.7,146,4
137,1.3,1,9,5,1,4.4,244,9
49,3.4,2,6,69,1,2.9,69,5
2,7.6,2,8,26,6,4.3,327,0
106,9.7,3,4,19,7,4.1,320,4
112,7.3,1,5,88,4,3.7,103,4
93,9.9,5,2,71,4,2.8,228,5
117,7.1,5,0,18,6,2.1,315,7
80,3.3,4,1,77,2,4.4,137,4
108,6.9,3,7,23,3,3.6,318,4
50,7.2,5,0,44,5,4.2,35,6
146,4.0,4,9,102,5,3.2,117,4
169,0.7,5,6,8,6,1.7,254,10
34,7.2,4,4,37,7,4.9,312,4
45,0.7,2,5,47,5,1.7,334,8
153,6.5,2,7,41,1,4.6,19,4
68,2.1,5,3,70,7,1.8,297,5
92,5.9,3,5,31,7,2.5,20,5
63,5.3,1,2,49,1,2.8,255,5
164,0.6,3,6,85,2,4.7,247,7
48,3.9,3,1,117,6,4.6,165,4
148,6.2,1,7,54,1,4.3,348,4
73,8.6,2,6,99,6,2.5,254,5
4,8.9,2,7,67,6,1.0,77,1
99,5.1,1,1,109,7,3.7,279,4
69,7.4,4,2,10,4,2.6,281,7
89,3.5,3,3,99,3,4.0,364,4
3,3.8,5,8,71,3,4.2,33,0
125,2.3,2,4,108,6,2.8,98,5
38,5.8,5,5,71,3,4.0,142,4
162,3.5,1,0,101,3,4.4,54,6
128,1.3,5,3,63,5,4.7,2,8
23,7.0,5,3,17,7,3.3,331,4
56,7.2,3,9,25,5,4.1,218,4
99,3.9,1,7,68,4,3.0,210,4
69,1.2,5,7,41,2,1.2,304,8
40,4.5,2,9,84,7,1.6,148,5
173,4.7,1,5,89,1,1.5,231,5
59,6.9,2,7,52,1,1.7,87,5
107,3.5,4,8,60,5,1.0,210,5
56,7.0,5,4,48,6,4.4,222,4
30,8.8,1,0,17,3,3.2,295,6
83,2.8,2,0,8,4,2.5,147,9
151,9.8,5,1,99,2,2.6,206,5
35,4.2,3,1,77,5,2.9,359,5
157,3.0,2,4,116,6,1.3,226,5
151,4.5,2,6,37,4,2.1,359,5
107,1.4,4,6,41,6,4.4,183,7
105,1.7,3,3,57,4,4.0,40,7
157,4.4,4,3,105,5,3.3,181,4
85,7.7,3,9,28,4,2.9,43,5
134,9.1,2,2,93,7,2.0,209,5
162,6.8,4,1,55,3,2.9,336,5
13,1.5,5,2,45,4,3.4,249,3
119,6.9,3,7,33,2,3.9,83,4
137,6.5,2,0,63,4,1.7,138,7
79,8.2,1,3,44,7,4.3,230,4
143,8.3,3,6,55,1,2.4,11,5
105,8.7,3,4,54,7,3.0,272,4
69,4.4,5,1,115,4,3.4,89,4
43,7.1,3,0,40,6,3.0,24,6
72,3.0,3,5,83,5,3.3,25,4
44,10.0,5,4,113,1,1.4,152,5
106,2.2,5,2,64,5,2.7,59,5
83,0.6,4,8,22,6,2.1,59,8
81,1.9,2,2,24,2,1.3,282,8
106,7.9,2,1,9,3,1.8,170,7
20,4.7,4,4,22,2,3.4,75,4
177,4.8,2,8,44,1,1.8,275,5
160,9.6,3,7,5,6,1.7,207,7
6,9.2,4,5,23,6,3.2,154,0
69,3.5,4,2,91,3,4.6,179,4
126,2.5,2,5,30,4,4.2,81,4
142,8.6,1,4,117,1,4.6,9,4
159,9.1,2,0,33,3,3.3,242,6
147,5.6,1,4,63,7,2.6,177,5
142,6.5,4,6,67,7,3.9,285,4
175,2.9,1,8,102,5,2.0,256,5
148,8.1,3,0,87,3,1.3,309,7
169,6.5,5,2,66,5,2.4,3,6
153,5.3,1,7,52,7,2.2,214,5
119,1.1,5,5,66,7,3.7,29,7
127,9.2,3,4,22,5,3.2,345,4
141,6.3,5,9,70,6,1.6,64,5
56,2.3,3,1,31,3,4.6,123,4
164,6.3,5,2,10,6,3.4,284,6
57,6.9,5,1,107,7,2.8,152,5
20,5.5,2,0,74,6,4.7,39,6
81,7.3,1,6,63,2,1.4,25,5
68,6.0,5,2,10,2,4.2,272,6
130,9.5,4,6,35,6,2.5,158,5
86,1.0,2,6,109,6,3.8,188,7
164,1.5,1,7,108,5,4.7,263,7
48,2.1,2,0,98,6,3.1,68,6
146,7.1,1,4,60,1,1.1,0,6
114,6.6,3,9,58,3,1.1,78,5
88,9.0,5,8,89,1,2.3,227,5
84,7.5,4,6,45,2,4.1,326,4
127,5.3,2,0,112,1,2.2,45,7
139,9.9,2,7,22,4,2.3,107,5
168,3.0,2,2,91,4,4.1,354,4
160,8.4,2,3,106,2,1.5,123,5
177,4.6,5,3,27,1,4.4,147,4
116,6.7,1,9,96,3,2.1,251,5
126,7.4,5,7,40,2,1.2,1,6
70,6.5,3,0,29,4,1.5,221,7
85,1.8,5,7,11,2,4.8,188,9
32,4.7,5,8,86,1,2.8,70,5
80,5.8,3,8,24,1,2.0,358,5
151,8.6,5,4,9,1,3.1,332,6
60,4.7,1,3,22,5,3.7,96,4
60,9.2,4,3,110,1,2.3,231,5
97,4.7,3,8,108,6,3.9,29,4
27,5.7,2,7,37,4,2.0,29,5
42,8.1,1,9,83,7,1.4,214,5
168,6.0,4,9,39,4,3.2,172,4
166,9.6,1,6,115,5,1.6,279,5
85,6.8,1,2,114,4,4.8,210,4
176,5.5,2,3,69,4,1.0,316,5
16,0.7,4,8,67,2,4.0,124,7
97,4.4,1,7,89,7,2.1,79,5
97,3.3,2,0,76,7,4.4,183,6
64,7.6,3,2,75,1,1.2,14,5
73,2.5,2,9,45,6,4.8,10,4
84,2.4,5,1,54,6,1.4,341,5
4,2.3,2,1,112,2,4.2,88,0
1,1.7,2,7,108,6,3.1,2,4
21,3.5,2,5,108,2,2.7,23,5
111,8.9,1,5,34,7,2.1,88,5
56,7.9,4,3,42,7,4.4,8,4
65,7.5,2,0,39,7,1.8,45,7
73,8.1,2,6,70,6,3.9,93,4
97,3.1,5,7,50,4,2.8,70,5
143,8.9,5,1,12,7,5.0,187,6
111,1.8,3,1,106,3,3.4,138,7
178,3.7,3,0,72,1,1.4,9,7
124,6.1,5,3,41,3,2.7,2,6
166,1.5,4,5,89,4,1.3,18,8
85,7.4,3,4,17,5,2.1,129,5
75,4.2,4,3,77,2,2.4,220,5
87,8.0,5,3,49,6,4.4,129,4
167,5.2,3,9,33,6,4.4,112,4
37,2.2,2,6,45,4,1.0,137,5
58,7.5,5,6,60,6,3.1,42,4
137,2.9,3,1,92,4,1.9,217,5
98,5.2,4,6,20,3,2.3,57,5
62,1.2,4,1,16,5,1.1,112,8
48,6.4,3,3,70,2,4.0,187,4
31,6.8,4,0,66,6,4.8,121,6
134,4.1,3,4,23,5,1.9,84,5
20,9.6,3,0,34,5,2.4,105,7
19,8.8,4,3,20,5,1.8,355,5
153,7.2,1,8,92,1,4.7,98,4
126,7.3,2,7,17,5,1.0,8,5
67,2.9,5,5,73,7,3.3,5,5
109,6.7,2,7,27,4,4.5,107,4
115,2.4,5,4,66,1,1.7,151,5
142,1.9,5,6,106,7,3.4,337,7
119,10.0,2,7,35,1,1.2,236,5
78,6.4,3,6,57,5,4.3,26,4
115,4.6,4,3,21,6,2.1,118,5
91,3.2,1,4,53,6,5.0,210,4
13,6.2,1,9,53,6,4.7,99,0
154,1.0,1,5,71,6,3.9,2,8
124,1.4,2,5,30,4,3.0,293,7
167,0.8,2,8,17,6,4.1,329,7
57,5.2,3,9,112,2,1.5,328,5
27,6.2,1,1,42,5,2.2,16,5
25,1.1,3,5,26,1,1.1,105,8
112,7.4,1,2,89,2,3.6,229,4
65,2.7,2,1,33,6,4.2,303,4
152,7.0,4,5,49,2,4.8,176,4
130,9.8,4,3,50,1,3.7,83,4
43,7.1,4,4,43,6,3.9,262,4
96,8.9,4,4,73,2,4.6,195,4
41,9.5,5,2,82,4,4.7,248,4
5,5.1,1,3,86,4,3.0,148,0
166,7.2,4,2,72,5,1.4,205,5
179,8.6,5,6,101,5,2.9,80,5
22,3.9,5,0,43,7,3.2,188,6
88,3.0,5,5,24,2,3.5,205,4
122,9.5,3,3,81,1,5.0,307,4
177,7.4,3,0,104,4,4.7,268,6
170,2.6,5,0,113,3,2.6,289,7
146,4.8,4,4,72,5,1.5,360,5
50,8.1,1,4,39,7,1.9,299,5
10,5.7,2,9,12,4,1.7,254,3
11,6.7,3,6,56,7,2.4,7,1
73,7.7,4,3,44,6,4.5,113,4
7,6.4,4,8,117,2,2.8,4,2
151,5.6,2,3,115,7,3.3,341,4
40,7.6,2,6,40,4,1.7,72,5
163,7.4,4,4,10,4,3.0,347,6
84,6.5,2,4,90,2,4.5,120,4
71,3.9,4,5,74,5,4.1,301,4
54,4.4,2,7,110,5,1.3,233,5
136,9.7,2,4,104,3,4.4,65,4
46,1.6,4,2,77,3,2.1,229,8
142,3.1,5,5,20,5,3.7,30,4
175,5.2,4,1,107,5,1.6,306,5
103,8.4,1,7,50,7,3.7,296,4
41,2.1,2,7,63,5,1.1,50,5
59,3.1,3,2,42,5,3.4,146,4
11,1.1,2,7,101,4,3.6,94,3
129,7.2,1,8,22,3,2.0,328,5
6,2.8,3,4,16,2,4.7,37,0
79,4.2,3,4,58,1,1.2,197,5
130,4.7,4,5,95,2,4.6,240,4
108,9.0,5,6,51,6,2.5,172,5
2,4.4,4,2,5,1,3.9,255,2
26,1.9,3,4,19,4,3.6,40,7
113,5.5,3,0,115,6,1.7,128,7
106,9.6,5,9,95,3,2.3,53,5
39,6.3,2,4,84,1,3.1,85,4
160,9.8,5,3,25,5,4.4,211,4
128,8.5,4,0,5,6,4.8,268,8
7,0.8,2,6,97,4,1.1,295,4
100,6.8,4,0,71,1,2.4,20,7
159,3.2,5,7,16,5,3.7,214,4
123,5.8,2,9,32,6,3.1,188,4
175,3.2,5,1,43,4,4.8,160,4
106,3.8,1,9,41,6,1.1,200,5
100,9.3,3,4,99,1,2.8,28,5
3,2.5,2,5,64,5,3.7,243,0
109,8.8,3,8,35,3,1.9,182,5
18,0.8,1,6,62,7,3.9,31,7
31,1.4,2,5,101,4,1.3,266,8
136,8.6,3,4,101,1,2.8,35,5
11,6.5,3,5,115,5,3.7,92,0
138,7.6,2,3,108,3,2.1,158,5
45,2.5,3,0,15,6,1.3,179,7
118,5.6,3,8,114,5,4.8,305,4
15,7.5,2,4,33,7,4.7,217,4
128,6.5,3,7,93,3,4.7,328,4
62,5.0,3,6,17,1,4.9,352,4
108,9.6,4,7,55,5,1.7,342,5
118,6.9,4,0,112,7,1.6,226,7
20,9.1,1,8,58,5,1.1,211,5
157,7.4,4,0,23,2,4.6,352,6
12,7.5,4,2,62,4,4.0,162,0
161,1.3,1,7,40,5,3.5,157,7
3,3.9,3,0,32,7,4.7,109,2
155,8.7,3,0,72,3,3.3,54,6
101,2.7,4,5,7,4,1.5,349,7
58,1.6,1,4,106,1,1.7,213,8
127,3.6,3,5,105,7,1.5,364,5
26,2.6,5,2,111,4,2.2,14,5
68,9.3,2,9,93,2,2.5,152,5
24,8.7,2,9,45,1,4.2,19,4
130,5.2,2,5,39,5,1.8,51,5
96,1.1,4,1,97,7,3.9,342,7
24,7.3,2,7,109,6,3.0,320,4
147,6.4,2,5,97,1,5.0,83,4
161,9.7,5,3,80,7,4.1,325,4
153,5.8,3,3,103,1,4.9,223,4
125,3.7,5,6,88,2,2.4,128,5
132,5.4,4,2,85,3,1.5,349,5
8,9.8,2,2,80,1,3.0,15,0
115,7.1,3,5,54,7,1.5,273,5
177,6.9,2,8,104,3,3.0,76,4
133,2.8,2,0,78,4,2.1,299,7
59,7.6,4,4,86,6,3.0,305,4
171,7.6,2,0,34,2,4.8,91,6
120,3.5,1,0,76,5,2.2,269,7
138,5.1,3,2,109,7,5.0,51,4
174,3.3,3,2,119,7,1.9,348,5
107,3.0,1,3,81,7,1.8,120,5
107,0.7,4,2,99,1,3.2,49,7
130,3.2,2,5,74,6,4.4,272,4
75,5.8,2,3,58,6,4.0,119,4
29,0.5,3,7,75,3,3.9,94,7
20,3.2,4,0,89,1,2.1,148,7
155,8.9,4,7,106,7,1.1,288,5
160,6.1,4,0,111,6,1.6,256,7
162,6.3,2,0,117,7,2.4,183,7
179,4.3,4,6,55,7,4.9,259,4
33,6.9,1,0,32,7,4.7,149,6
40,2.3,5,8,68,2,1.8,204,5
50,8.3,4,7,112,5,3.9,171,4
174,1.6,5,0,89,4,3.3,312,9
81,6.7,2,1,25,4,1.2,221,5
57,3.7,4,1,92,3,2.5,167,5
74,7.6,3,1,31,6,2.9,243,5
22,5.7,2,5,31,4,3.7,217,4
175,4.8,1,3,81,3,2.2,55,5
127,2.1,1,7,54,5,4.7,62,4
149,6.5,5,0,33,7,2.8,102,7
16,9.8,5,9,43,1,2.0,166,5
68,8.3,3,3,61,2,2.3,6,6
107,1.1,3,9,96,5,4.0,141,7
138,4.1,1,4,41,5,3.6,124,4
93,9.3,4,8,97,4,4.0,89,4
14,5.3,1,4,68,4,2.2,310,1
90,6.8,1,2,52,2,2.3,215,5
162,9.2,3,3,26,1,2.6,122,5
32,8.8,5,9,104,5,1.8,185,5
124,5.3,3,6,34,6,3.8,152,4
15,4.7,3,0,32,4,2.3,248,7
161,3.7,3,5,27,5,2.3,113,5
65,7.3,1,7,101,1,2.1,95,5
167,3.2,4,0,8,3,2.8,197,9
155,2.9,1,7,7,1,4.1,335,6
46,3.9,2,6,65,5,4.3,2,5
166,2.2,3,0,100,5,4.2,148,6
147,7.1,3,8,8,2,3.5,110,6
123,6.4,2,2,69,5,2.1,19,5
0,5.1,3,1,16,4,3.9,202,0
86,4.2,3,6,17,6,1.2,181,5
127,9.1,3,2,38,2,4.2,330,4
66,0.8,2,0,63,5,4.1,226,9
3,7.8,1,9,97,1,3.7,291,0
152,9.1,3,2,77,5,1.4,357,5
46,4.7,4,5,35,1,5.0,75,4
37,5.7,2,2,75,1,4.0,316,4
142,9.5,5,4,17,5,3.9,315,4
20,2.5,2,8,58,1,1.3,222,5
56,5.4,1,6,6,6,2.6,35,7
116,5.0,2,1,37,3,1.3,323,5
45,3.0,5,0,54,2,2.4,299,7
141,8.3,4,6,11,5,3.3,332,6
144,9.0,5,3,22,7,4.5,89,4
38,7.9,2,6,55,3,2.1,28,5
136,2.4,5,5,12,1,3.5,175,6
98,1.3,2,6,59,1,1.7,219,8
76,6.3,4,3,80,2,2.4,135,5
114,1.0,4,2,47,3,4.8,351,7
133,6.9,1,4,63,3,4.0,174,4
150,5.5,4,2,34,5,3.2,125,4
90,6.8,3,2,63,1,2.0,170,5
97,6.1,5,3,13,7,2.5,265,7
119,4.5,5,7,96,4,1.6,133,5
45,2.4,2,1,72,7,2.4,271,5
37,3.4,4,3,43,5,1.6,25,5
141,5.5,1,2,85,5,4.2,276,4
99,6.7,1,6,15,5,1.3,99,5
71,7.9,1,1,6,2,1.8,361,7
34,7.8,3,0,27,2,3.8,29,6
146,9.7,4,9,67,5,4.6,132,4
29,3.2,1,0,118,6,4.9,350,6
77,1.2,3,5,26,4,4.3,138,7
83,3.8,5,2,65,3,1.8,190,5
112,7.6,2,6,30,3,2.1,186,5
24,4.7,4,7,16,1,4.5,139,4
167,8.3,4,4,36,3,4.6,319,4
87,5.7,5,4,13,7,3.6,236,6
13,9.3,4,1,111,3,2.3,296,1
153,9.5,4,7,73,4,1.9,199,5
101,1.2,4,9,94,3,4.4,283,7
149,4.8,4,0,75,7,1.8,79,7
175,6.3,3,9,97,4,3.6,258,4
82,2.9,3,8,37,2,4.9,100,4
109,4.4,2,0,28,4,3.8,31,6
178,6.9,4,0,93,2,2.0,276,7
130,2.7,5,0,99,4,2.1,120,7
169,6.2,1,6,97,5,1.4,54,5
18,7.1,2,3,73,7,3.7,17,4
27,1.4,1,6,42,6,3.1,308,7
172,5.2,1,4,113,2,1.8,120,5
70,3.0,4,6,15,2,1.9,109,5
62,7.4,5,9,36,3,1.0,330,5
72,2.3,1,6,68,2,4.9,60,4
123,9.0,1,3,76,4,4.3,263,4
118,4.6,2,1,24,5,2.6,267,5
120,2.4,5,7,38,5,4.8,296,4
18,4.7,5,1,115,3,3.7,126,4
174,4.4,1,8,46,4,4.0,136,4
141,4.6,5,4,12,4,3.7,77,6
119,6.1,2,8,70,1,4.0,206,4
165,5.5,2,8,25,2,1.7,183,5
60,1.9,2,7,83,3,3.2,88,7
163,1.1,4,7,74,5,4.4,319,7
167,7.4,1,3,9,7,1.1,228,7
29,5.8,5,3,71,6,1.5,63,5
8,3.9,2,1,111,1,2.0,325,1
63,8.2,1,3,47,4,2.2,54,5
160,4.2,1,3,20,2,1.7,292,5
119,8.1,4,5,103,5,3.5,280,4
51,3.4,5,2,77,7,2.2,278,5
88,1.2,5,1,39,1,1.6,187,8
141,9.4,2,7,87,4,4.6,190,4
52,4.2,2,1,47,5,3.8,272,4
77,8.0,1,7,114,5,2.0,94,5
40,3.2,5,6,102,4,2.4,89,5
67,6.6,5,2,43,4,4.0,246,4
7,8.8,2,5,14,3,4.2,74,2
1,0.9,3,5,78,5,1.7,61,4
104,8.4,1,9,24,4,4.7,221,4
124,5.9,5,4,5,6,4.1,266,6
109,6.3,4,7,10,7,4.4,120,6
85,5.5,4,4,57,7,1.6,311,5
168,8.8,3,6,50,6,1.6,308,5
